metric,value
n_observations,13464.0
n_entities,51.0
n_time_periods,264.0
rsquared_within,0.00012609121919904265
rsquared_between,-0.005221111103162812
rsquared_overall,-0.004456475801392745
f_statistic,9.30962530236153
f_statistic_pvalue,0.002284074274834791
coefficient,-110.97473838640997
std_error,70.14358161910978
t_statistic,-1.582108238912286
p_value,0.1136489141057817
ci_lower_95,-248.46628817605017
ci_upper_95,26.516811403230236
